X,Y,FID,HANDLER_ID,SITE_NAME,LOC_STR_NO,LOC_ADDR_1,LOC_ADDR_2,LOC_CITY,LOC_COUNTY,LOC_ZIP,CONTACT_NA,CONTACT_PH,GENERATOR,TRANSPORTE,TREATER,STORER,LAND_UNIT,HSWA_PERMI,LAT,LONG,HCS_CODE,HCS_REF,HCS_RES
-9182350.9472,4222694.7029,358,NCD194078838,BLUE RIDGE METALS CORP.,180,MILLS GAP RD, ,FLETCHER,HENDERSON,28732,STEPHEN  SHEPPARD,8286872525 224,LQG,N, , , , ,35.431637,-82.486462,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9076602.5416,4204919.6611,359,NCR000152710,CVS PHARMACY #6405,300,EAST GROVER STREET, ,SHELBY,CLEVELAND,28150,WENDY L BRANT,4017651500,LQG,N, , , , ,35.30142677,-81.53650791,40,USCGeocoder,AddressRangeInterpolation - Exact
-8891406.5487,4308050.5172,360,NCR000000315,MCC-NORWOOD LLC,1006,NORWALK ST, ,GREENSBORO,GUILFORD,27407,WILLIAM D SMITHERS,336-316-5092,SQG,N, , , , ,36.053973,-79.872864,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9038011.5741,4207328.0776,361,NCR000154427,CVS PHARMACY #6406,3126,DALLAS-HIGH SHOALS HIGHWAY, ,DALLAS,GASTON,28034,WENDY L BRANT,4017651500,LQG,N, , , , ,35.31908181,-81.18983935,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8880871.94,4312558.1388,362,NCD981867310,BOB DUNN FORD INC,801,E BESSEMER AVE, ,GREENSBORO,GUILFORD,27405,DAVE  OZMENT,336-254-1797,SQG,N, , , , ,36.086703,-79.77823,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8779749.092,4290278.6205,363,NCD980843866,DUPONT - RTP SITE,14,TW ALEXANDER DRIVE, ,DURHAM,DURHAM,27709,"JAMES B FULMER, JR",9192485007,LQG,N, , , , ,35.924798,-78.869828,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9058043.473,4196486.5926,364,NCR000152769,CVS PHARMACY #6407,1017,SHELBY RD, ,KINGS MOUNTAIN,CLEVELAND,28086,WENDY L BRANT,401-765-1500,LQG,N, , , , ,35.2395773,-81.36978896,40,USCGeocoder,AddressRangeInterpolation - Exact
-9073315.7323,4277222.9223,365,NCD986214898,BOB KEEN'S AUTO BODY REPAIR,1414,CAJAH MOUNTAIN RD, ,HUDSON,CALDWELL,28638,"BOB J KEEN, JR",828-728-6956,SQG,N, , , , ,35.829768,-81.506982,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9039837.1602,4260571.4339,366,NCR000152777,CVS PHARMACY #6408,102,ROCK BARN ROAD NE, ,CONOVER,CATAWBA,28613,WENDY L BRANT,4017651500,LQG,N, , , , ,35.7083996,-81.20623887,40,USCGeocoder,"AddressRangeInterpolation - Relaxed;Soundex"
-8688500.2827,4193496.7526,367,NCD044380798,BOLING FURNITURE CO,311,NE CHURCH RD, ,MOUNT OLIVE,WAYNE,28365,BRENT  HEATH,919-635-2400,SQG,N, , , , ,35.217638,-78.050126,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8985188.8648,4209551.6256,368,NCR000152785,CVS PHARMACY #6518,11430,NORTH TRYON STREET, ,CHARLOTTE,MECKLENBURG,28262,WENDY L BRANT,4017651500,LQG,N, , , , ,35.33537824,-80.71532488,40,USCGeocoder,AddressRangeInterpolation - Exact
-8631562.3669,4204465.0795,369,NCD003190386,DUPONT KINSTON SITE,4693,HWY 11 N, ,KINSTON,LENOIR,28501,ALEX  TORRES,252-522-66538,SQG,N, , , ,Y,35.298094,-77.538644,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8975957.9321,4166235.7916,370,NCR000010215,BONAKEMI MONROE,4275,CORPORATE CENTER DR, ,MONROE,UNION,28110,JOHN  SCHIERLMANN,704-218-6928,SQG,N, , , , ,35.017325,-80.632402,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9192829.2282,4228689.6068,371,NCD981025950,BORGWARNER TURBO SYSTEMS,1849,BREVARD RD, ,ARDEN,BUNCOMBE,28704,JACK  MARTINDALE,8286542579,LQG,N, , , , ,35.475505,-82.58059,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8795828.6925,4161312.5115,372,NCR000154443,CVS PHARMACY #6633,7469,ROCKFISH RD, ,FAYETTEVILLE,CUMBERLAND,28306,WENDY L BRANT,4017651500,LQG,N, , , , ,34.98109636,-79.01427351,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8974184.1499,4171582.7252,373,NCD986193050,"BOSTIC PACKAGING, LLC",3014,CHAMBER DRIVE, ,MONROE,UNION,28110,STAN  CROOK,7042882247 223,LQG,N, , , , ,35.0566529785,-80.616467844,40,USCGeocoder,StreetSegment - Relaxed
-9193026.0689,4255467.7641,374,NCR000152793,CVS PHARMACY #6769,471,WEAVERVILLE ROAD, ,WOODFIN,BUNCOMBE,28804,WENDY L BRANT,4017651500,LQG,N, , , , ,35.6711632,-82.58235825,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8805254.44,4110200.46,375,NCR000158345,CON-WAY FREIGHT - NLB,4715,WEST FIFTH ST, ,LUMBERTON,ROBESON,28358,JEFF A SEXTEN,734-757-1657,SQG,N, , , , ,34.6040352,-79.09894644,40,USCGeocoder,AddressRangeInterpolation - Exact
-8774933.1881,4278076.5664,376,NCR000149419,CON-WAY FREIGHT - NRD,400,SOUTHPORT DRIVE, ,MORRISVILLE,WAKE,27560,JEFF A SEXTEN,7347571657,LQG,N, , , , ,35.835985,-78.826566,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8914364.3012,4318484.5287,377,NCR000145540,CON-WAY FREIGHT - NWN,438,W BODENHAMER ST, ,KERNERSVILLE,FORSYTH,27284,DEBBIE  GIBSON,336-969-1969,SQG,N, , , , ,36.129714,-80.079097,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8675789.3624,4258384.3961,378,NCR000159384,CON-WAY FREIGHT-NIL,2704,HORACE WATSON RD, ,WILSON,WILSON,27893,JEFF A SEXTON,734-757-1657,SQG,N, , , , ,35.69244509,-77.93594186,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8902261.5349,4294262.8835,379,NCD981865462,CONCEPT PLASTICS INC,1218,HICKORY CHAPEL RD, ,HIGH POINT,GUILFORD,27260,GLENN  SAPPERSTEIN,3368892001 309,SQG,N, , , , ,35.953776,-79.970376,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8970546.2464,4216300.8061,380,NC0991302800,CONCORD PLATING INC,2042,WILSHIRE COURT SW, ,CONCORD,CABARRUS,28025,JOEL J LOPEZ,704-784-4660,SQG,N, , , , ,35.384823,-80.583788,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8699788.1903,4242838.8653,381,NCD037160470,CONESTOGA WOOD SPECIALTIES,621,JOHNSTON PKWY, ,KENLY,JOHNSTON,27542,NANCY J WHITFIELD,919-284-8007,SQG,N, , , , ,35.578948,-78.151527,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8653248.2942,4313364.42,382,NCD056463573,CONSOLIDATED DIESEL COMPANY,9377,US HWY 301 NORTH, ,WHITAKERS,NASH,27891,NICHOLE B MORRIS,2524379473,LQG,N, , , , ,36.092556,-77.733452,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9221244.9754,4241057.3553,383,NCR000137588,CONSOLIDATED METCO INC,171,GREAT OAK DR, ,CANTON,HAYWOOD,28716,RICK  LINVILLE,7042265319,LQG,N, , , , ,35.565931,-82.835853,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9285595.99,4222845.5331,384,NCD980845812,CONSOLIDATED METCO,1821,US HWY 19, ,BRYSON CITY,SWAIN,28713,RICK  LINVILLE,7042265319,LQG,N, , , , ,35.432741,-83.413928,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8773706.8926,4268289.0035,385,NCR000147181,CONSULTECH ENVIRONMENTAL LLC,1517,OLD APEX RD,SUITE 100,CARY,WAKE,27513,RAJESH B SHAH,919-858-5350 101,CEG,Y, , , , ,35.764674,-78.81555,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8668490.4974,4061986.9767,386,NCD036035764,CONTAINER PRODUCTS,112,N COLLEGE RD, ,WILMINGTON,NEW HANOVER,28405,MICHAEL  LEWIS,910-392-6100,SQG,N, , , , ,34.24678071,-77.87037504,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-9189101.1384,4220973.6918,387,NCR000009050,"CONTINENTAL AUTOMOTIVE SYSTEMS, INC.",1,QUALITY WAY, ,FLETCHER,HENDERSON,28732,LISA A FOSTER-MORROW,8286542240,LQG,N, , , , ,35.419039,-82.5471,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9100396.7589,4261717.786,388,NCD986229201,CONTINENTAL TEVES,1103,JAMESTOWN RD, ,MORGANTON,BURKE,28655,RICHARD  WILLIAMS,828-584-4500,SQG,N, , , , ,35.716761,-81.750255,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8905695.5185,4297452.5294,389,NCD981748494,$2.50 CLEANERS,1310,N CENTENNIAL AVE, ,HIGH POINT,GUILFORD,27262,HAN  CHONG,3364021774,SQG,N, , , , ,35.976967,-80.001224,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8943134.1558,4310782.8238,390,NCR000010710,$2.50 CLEANERS,357,JONESTOWN RD, ,WINSTON SALEM,FORSYTH,27104,CHAE  CHA,336-774-1212,SQG,N, , , , ,36.073814,-80.337541,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8962170.3452,4257439.6294,391,NCD000622571,1273840 FORMER CHEVRON ASPHALT TERMINAL SALISBURY,1825,JAKE ALEXANDER BLVD WEST, ,SALISBURY,ROWAN,28147,KATHY L NORRIS,877-386-6044,SQG,N, , , , ,35.685552,-80.508546,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Exact AddressRangeInterpolation 11990.4203289484 Meters
-8883778.3806,4158946.6317,392,NC0991302617,2135 MANUFACTURING LLC,106,ENTERPRISE DR, ,ROCKINGHAM,RICHMOND,28379,WILLIAM  WILKINSON,978-352-4510,SQG,N, , , , ,34.963681,-79.804339,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9068070.4692,4278278.9684,393,NCR000009548,321 RADIATOR SHOP INC,3346,HICKORY BLVD, ,HUDSON,CALDWELL,28638,TIM  FOX,828-728-7508,SQG,N, , , , ,35.837459,-81.459863,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8813922.3945,4253996.6887,394,NCR000136622,3M COMPANY,4191,HWY 87 S, ,MONCURE,CHATHAM,27559,JAMES A ZIEGLMEIER,919-642-4010,SQG,N, , , , ,35.660427,-79.176812,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9039203.237,4259085.4338,395,NCD982155194,3M CONOVER,500,THORNBURG DR, ,CONOVER,CATAWBA,28613,MATTHEW W DIERING,828-465-3053,SQG,N, , , , ,35.69755953,-81.20054424,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8809059.5138,4226617.7784,396,NCR000137638,SCS SANFORD-PLANT 13,917,JR INDUSTRIAL DR, ,SANFORD,LEE,273329733,RICH  DRASKINIS,919-718-0000 1306,SQG,N, , , , ,35.460347,-79.133128,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8906663.3301,4289013.9932,397,NCD986232221,A & D ENVIRONMENTAL SERVICES INC,2718,UWHARRIE RD, ,ARCHDALE,RANDOLPH,27263,ERIC D MCMANUS,336-434-7750,SQG,Y, , , , ,35.915598,-80.009918,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9039988.6806,4189950.7612,398,NCD003154010,A B CARTER INC.,4801,YORK HIGHWAY, ,GASTONIA,GASTON,28052,ROBERT L PENNINGTON,7048742754,SQG,N, , ,Y, ,35.19161,-81.2076,31,GOOGLE EARTH, 
-8773716.1321,4261906.8592,399,NCR000012773,A CLEANER WORLD # 207,2290,TEN TEN ROAD, ,APEX,WAKE,27539,CHRIS  EWDARDS,3368414188,SQG,N, , , , ,35.71814,-78.815633,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8780156.5213,4265779.8083,400,NCR000137224,A CLEANER WORLD # 209,1250,W WILLIAMS ST, ,APEX,WAKE,27502,CHRISTOPHER  EDWARDS,336-841-4188,SQG,N, , , , ,35.746382,-78.873488,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8940870.8078,4316937.1346,401,NCD027063999,A CLEANER WORLD #106,3481,ROBINHOOD RD, ,WINSTON SALEM,FORSYTH,27106,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.118486,-80.317209,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9054176.2384,4265878.4258,402,NCD981014434,A CLEANER WORLD #107,1009,2ND ST NE, ,HICKORY,CATAWBA,28601,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,35.747101,-81.335049,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9090721.0914,4330677.935,403,NCR000010603,A CLEANER WORLD #108,130,NEW MARKET BLVD, ,BOONE,WATAUGA,28607,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.218134,-81.663337,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8946413.6279,4308125.4224,404,NCD980842421,A CLEANER WORLD #161,101,S PEACEHAVEN RD, ,WINSTON SALEM,FORSYTH,27103,CHRIS  EDWARDS,3368414188,SQG,N, , , , ,36.054517,-80.367001,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8911231.6594,4316315.786,405,NC0991302883,A CLEANER WORLD #163 RESTORATION DRY CLN,1031,"E MOUNTAIN ST, BLDG #315", ,KERNERSVILLE,FORSYTH,27284,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.113977,-80.050956,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8885308.6896,4313918.9194,406,NCD071560809,A CLEANER WORLD #168,1949,BATTLEGROUND AVE, ,GREENSBORO,GUILFORD,27408,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.096581,-79.818086,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8974158.6752,4370384.1834,407,NCD982093403,A CLEANER WORLD #170,712,N SOUTH ST, ,MOUNT AIRY,SURRY,27030,LEE A LAWSON,336-789-2900,SQG,N, , , , ,36.50537,-80.616239,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8912857.4806,4318331.4057,408,NCD981479611,A CLEANER WORLD #175,611,N MAIN ST, ,KERNERSVILLE,FORSYTH,27284,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.128603,-80.065561,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8848846.7697,4311721.3394,409,NCD981863558,A CLEANER WORLD #180,2781,S CHURCH ST, ,BURLINGTON,ALAMANCE,27215,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.080628,-79.490543,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8881533.2891,4314919.4323,410,NCD982115552,A CLEANER WORLD #184,2282,GOLDEN GATE DR, ,GREENSBORO,GUILFORD,27405,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.103843,-79.784171,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8983325.056,4193884.8262,411,NCD003173358,"DURABLE WOOD PRESERVERS, INC",7901,PENCE RD, ,CHARLOTTE,MECKLENBURG,28215,BEVO  BARKSDALE,7045373113,CEG,N, , ,Y, ,35.220486,-80.698582,31,GOOGLE EARTH, 
-8902177.6,4304676.7437,412,NCD982145666,A CLEANER WORLD #188,2527,EASTCHESTER DR, ,HIGH POINT,GUILFORD,272651448,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,36.029467,-79.969622,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8782795.9064,4299424.4691,413,NC0991302838,DURHAM COUNTY GENERAL SERVICES,310,S DILLARD ST, ,DURHAM,DURHAM,27701,MOTRYO  KEAMBRROIRO,919-560-0430,SQG,N, , , , ,35.991301,-78.897198,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8782777.0121,4305758.3254,414,NCD065299851,DUKE REGIONAL HOSPITAL,3643,N ROXBORO RD, ,DURHAM,DURHAM,27704,AARON  WEINBAUM,919-470-7233,SQG,N, , , , ,36.03732409,-78.89702827,40,USCGeocoder,AddressRangeInterpolation - Relaxed
-8895154.8986,4317699.9165,415,NC0000128660,A CLEANER WORLD #189,5717,INMAN RD, ,GREENSBORO,GUILFORD,27410,CHRIS T EDWARDS,336-841-4188,SQG,N, , , , ,36.124021,-79.906536,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8753306.4827,4114566.3071,416,NCD041466251,DYNAPAR CORPORATION,2100,BROAD STREET, ,ELIZABETHTOWN,BLADEN,28337,RODNEY H LANG,9108625453,LQG,N, , ,Y, ,34.63631,-78.63229,31,GOOGLE EARTH, 
-8866707.0914,4344824.0634,417,NCD045057155,DYSTAR LP,209,WATLINGTON INDUSTRIAL DRIVE, ,REIDSVILLE,ROCKINGHAM,27320,MARC  BUMGARNER,3366343340,LQG,N, , , , ,36.320589,-79.650985,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8786210.4091,4290003.964,418,NCR000002147,A CLEANER WORLD #203,5700,FAYETTEVILLE RD, ,DURHAM,DURHAM,27713,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,35.9228,-78.927871,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8777268.1144,4271650.9564,419,NCR000004648,A CLEANER WORLD #205,2321,DAVIS DR, ,CARY,WAKE,27511,CHRIS  EDWARDS,336-841-4188,SQG,N, , , , ,35.789176,-78.847541,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8776318.4479,4142664.9016,420,NCD047368642,CHEMOURS COMPANY-FAYETTEVILLE WORKS,22828,NC HIGHWAY 87 W, ,FAYETTEVILLE,BLADEN,28392,MICHAEL E JOHNSON,910-678-1155,LQG,N,Y,Y, , ,34.84373,-78.83901,31,GOOGLE EARTH, 
-8890779.7086,4305251.7226,421,NCD035996024,A CLEANER WORLD NO 162,4506,HIGH POINT RD, ,GREENSBORO,GUILFORD,27407,CHRIS  EDWARDS,3368414188,SQG,N, , , , ,36.033644,-79.867233,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8485417.2413,4341537.8223,422,NCD062351705,COLONIAL CLEANERS,300,WEST EHRINGHAUS STREET, ,ELIZABETH CITY,PASQUOTANK,27909,TYRA  NEWELL,252-335-2797,SQG,N, , , , ,36.2968,-76.2258,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8997656.6278,4211383.4089,423,NCR000006569,AAA COOPER TRANSPORTATION,11503,REAMES RD, ,CHARLOTTE,MECKLENBURG,28269,JEFFERY  AMMERMAN,704-597-1052,SQG,N, , , , ,35.34880095,-80.8273247,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-8777266.1106,4284352.7748,424,NCR000148692,AAIPHARMA SERVICES CORP,4620,CREEKSTONE DR, ,DURHAM,DURHAM,27703,PEDRO  COLON,910-254-7113,LQG,N, , , , ,35.881679,-78.847523,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9032864.0105,4199337.1465,425,NCD981859309,EARL TINDOL FORD INC,1901,E FRANKLIN BLVD, ,GASTONIA,GASTON,28054,JAMES D PEARSON,704-867-8341 257,SQG,N, , , , ,35.260489,-81.143598,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9009835.3475,4202945.0649,426,NCD000623074,COLONIAL PIPELINE CO,7524,KENSTEAD CIR, ,PAW CREEK,MECKLENBURG,28130,JOHN W CULBREATH,704-399-5259,SQG,N, , , , ,35.286949,-80.936728,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8673869.6733,4063423.3414,427,NCR000006817,AAIPHARMA SERVICES CORP,1726,N 23RD ST, ,WILMINGTON,NEW HANOVER,28405,PEDRO  COLON,910-254-7113,LQG,N, , , , ,34.257446,-77.918697,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8615991.8871,4241713.8403,428,NCD982089195,EAST CAROLINA AUTO & TRUCK CTR,3401,S MEMORIAL DR, ,GREENVILLE,WAYNE,27834,ELBERT  SMITH,9193553333,SQG,N, , , , ,35.570728,-77.398772,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8673663.0488,4062690.3374,429,NCR000012195,AAIPHARMA SERVICES CORP,2320,SCIENTIFIC PARK DR, ,WILMINGTON,NEW HANOVER,28405,PEDRO  COLON,910-254-7113,LQG,N, , , , ,34.25200347,-77.91684086,40,USCGeocoder,ExactParcelCentroidPoint - Relaxed
-9047509.6479,4222203.6997,430,NCD982136657,FMS ENTERPRISES USA INC,2001,KAWAI RD, ,LINCOLNTON,LINCOLN,28092,HARLON  WARD,704-735-4249,SQG,N, , , , ,35.428043,-81.275162,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8616865.0772,4239437.7285,431,NCR000008243,AAMCO TRANSMISSIONS,4050,S MEMORIAL DR, ,WINTERVILLE,PITT,28590,TOM  GLASS,252-756-2111,SQG,N, , , , ,35.554095,-77.406616,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8899490.4587,4309971.777,432,NCD057038168,COLONIAL PIPELINE COMPANY,411,GALLIMORE DAIRY ROAD, ,GREENSBORO,GUILFORD,27409,FARON D LEIGH,3366697903,LQG,N, , , , ,36.067925,-79.945483,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8754143.7166,4272861.0026,433,NCR000150284,"EAST CAROLINA METAL TREATING, INC.",1117,CAPITAL BLVD., ,RALEIGH,WAKE,27603,JAMES D RAMM,919-834-2100,LQG,N, , , , ,35.797993,-78.639811,40,"USCGeocoder; SOURCE_CENSUS_TIGERLINES_2008",Relaxed AddressRangeInterpolation 1221.17704834393 Meters
-8989459.0939,4188737.6904,434,NCD024473084,FOLGER BUICK,5701,E INDEPENDENCE BLVD, ,CHARLOTTE,MECKLENBURG,28212,GUSS  MATCHUNIS,7045369635,SQG,N, , , , ,35.182704,-80.753685,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8674302.7061,4214339.566,435,NCR000144451,AAR MOBILITY SYSTEMS,500,GATEWAY DR, ,GOLDSBORO,WAYNE,27534,DENIS M DAVIS,919-705-2618,LQG,N, , , , ,35.370458,-77.922587,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8891706.4434,4306657.9822,436,NCR000136515,COLUMBIANA HI TECH LLC,1802,FAIRFAX RD, ,GREENSBORO,GUILFORD,27407,ROD D FELTS,336-852-5679,SQG,N, , , , ,36.043859,-79.875558,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8964702.5296,4256820.1628,437,NCD986229458,FOOD LION INC,2085,HARRISON RD, ,SALISBURY,ROWAN,28144,REED  SIMMONS,7046338250 6264,SQG,N, , , , ,35.681032,-80.531293,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-9000468.0349,4220290.8537,438,NCR000158501,SOUTHWIRE HUNTERSVILLE PLANT,12331,COMMERCE STATION DR, ,HUNTERSVILLE,MECKLENBURG,28078,CHRIS  MCGILL,704-379-9600 9726,SQG,N, , , , ,35.41404,-80.85258,40,USCGeocoder,USPSZipAreaCentroid - Exact
-8615969.0666,4246746.4185,439,NCD980600951,EAST CAROLINA UNIV HEALTH SCIENCE CAMPUS, ,MOYE BOULEVARD, ,GREENVILLE,PITT,27834,PHIL W LEWIS,252-328-6166,SQG,N, , , , ,35.607492,-77.398567,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8763651.2917,4074125.8986,440,NCD986229060,COLUMBUS CO SCHOOL BUS GARAGE,1231,CHADBOURN HWY, ,WHITEVILLE,COLUMBUS,28472,JAMES R HEWETT,910-642-2586,SQG,N, , , , ,34.336872,-78.725219,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8963286.2118,4358080.6072,441,NCD982168445,FOOTHILL FORD, ,HIGHWAY 52 COOK SCHOOL RD, ,PILOT MOUNTAIN,SURRY,27041,PATRICIA  SHUMATE,3363682239,SQG,N, , , , ,36.416479,-80.51857,40,BATCHGEO.COM - YAHOO API,UNKNOWN
-9004628.8235,4261741.6428,442,NCD982139420,ABT INC,259,MURDOCK RD, ,TROUTMAN,IREDELL,28166,JEFF  GUTHRIE,704-528-9806,SQG,N, , , , ,35.716935,-80.889957,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8984081.6946,4180130.6929,443,NCR000139048,ABT METALS,10737,INDEPENDENCE POINTE PKWY, ,MATTHEWS,MECKLENBURG,28105,WILLIAM K QUERY,704-847-9188,SQG,N, , , , ,35.119486,-80.705379,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8611230.0846,4246629.9,444,NCD075557926,EAST CAROLINA UNIVERSITY - MAIN CAMPUS, ,E 5TH ST, ,GREENVILLE,PITT,27858,PHIL W LEWIS,252-328-6166,SQG,N, , , , ,35.606641,-77.355996,40,BATCHGEO.COM - YAHOO API,GEOMETRIC_CENTER
-8746908.7289,4271837.3198,445,NCR000148999,ACCU-FAB INC,801,BEACON LAKE RD, ,RALEIGH,WAKE,27610,SONYA O WALSH,919-212-6400 155,SQG,N, , , , ,35.790534,-78.574818,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8696321.3674,4245293.107,446,NCR000139386,ACE TRANSPORT LTD,502,N GARDNER AVE, ,KENLY,JOHNSTON,27542,JONATHAN  JONES,919-284-3105,SQG,N, , , , ,35.596877,-78.120384,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8660926.4448,4292041.9215,447,NCR000146456,EASTERN ENVIRONMENTAL MANAGEMENT LLC,518,S PEARL ST, ,ROCKY MOUNT,NASH,27804,JOHNNY R BAINES,252-443-2224,CEG,Y, , , , ,35.937624,-77.802426,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
-8658093.4751,4301220.0795,448,NCR000148577,ACS ADVANCED COLOR SOLUTIONS INC,120,S BUSINESS CT, ,ROCKY MOUNT,NASH,27804,JASPER R PETTAWAY,252-442-0098,SQG,N, , , , ,36.004351,-77.776977,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9047099.9922,4222304.9314,449,NCD982127904,G&W LABORATORIES,1877,KAWAI RD, ,LINCOLNTON,LINCOLN,28092,SABRINA  PITTILLO,704-276-7130,LQG,N, , , , ,35.428784,-81.271482,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8778132.0649,4283087.1876,450,NCR000139840,EASTERN RESEARCH GROUP INC,601,"KEYSTONE PARK DR, STE 700", ,MORRISVILLE,DURHAM,27713,TRACEY  FOOTER,919-468-7952,SQG,N, , , , ,35.872467,-78.855302,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-8998752.4903,4209651.8898,451,NCR000139519,"ACTEGA WIT, INC- UV DIVISION",6001,HARRIS TECHNOLOGY BLVD, ,CHARLOTTE,MECKLENBURG,28269,MICHAEL  SCRONCE,980-359-1824,SQG,N, , , , ,35.336113,-80.837169,40,BATCHGEO.COM - YAHOO API,ROOFTOP
-9064909.6636,4262134.0529,452,NCD051329167,ADDEN FURNITURE INC,104,1ST ST NW, ,HILDEBRAN,BURKE,28637,KIMBERLY  WHISNANT,8283976138,SQG,N, , , , ,35.719797,-81.431469,40,BATCHGEO.COM - YAHOO API,RANGE_INTERPOLATED
